age,job,marital,education,default,balance,housing,loan,campaign,y
42,retired,married,primary,no,0,yes,no,2,no
55,blue-collar,married,primary,no,332,yes,no,2,no
37,blue-collar,married,secondary,no,121,yes,no,2,no
31,blue-collar,married,primary,no,68,yes,no,1,no
57,blue-collar,divorced,primary,no,-176,yes,no,1,no
33,blue-collar,married,secondary,no,527,yes,yes,2,no
51,management,married,tertiary,no,751,no,no,5,no
38,blue-collar,single,unknown,no,495,yes,no,1,no
37,technician,single,secondary,no,670,yes,no,3,no
41,blue-collar,single,secondary,no,363,yes,no,3,no
42,blue-collar,married,secondary,no,376,yes,no,1,no
41,management,divorced,tertiary,no,292,yes,no,2,no
33,technician,married,unknown,no,0,no,no,2,no
32,admin.,single,secondary,no,184,yes,no,4,no
30,services,married,secondary,no,80,yes,no,2,no
43,technician,married,secondary,no,1824,yes,no,1,no
30,blue-collar,married,secondary,no,2850,no,no,2,no
37,blue-collar,divorced,secondary,no,48,yes,no,2,no
32,unemployed,single,tertiary,no,336,yes,no,1,no
42,technician,married,secondary,no,0,no,yes,3,no
35,technician,single,secondary,no,433,yes,no,2,no
34,blue-collar,married,secondary,no,103,yes,yes,2,no
50,blue-collar,married,primary,no,1164,yes,no,2,no
34,blue-collar,married,secondary,no,129,yes,no,2,no
28,blue-collar,married,secondary,no,0,yes,no,2,no
55,blue-collar,married,primary,no,82,yes,no,2,no
38,blue-collar,married,primary,no,362,yes,no,5,no
31,blue-collar,married,secondary,no,186,yes,no,3,no
57,admin.,married,secondary,no,1216,yes,no,6,no
50,management,divorced,tertiary,no,704,yes,no,2,no
47,blue-collar,married,primary,no,205,yes,no,2,no
39,blue-collar,married,primary,no,830,yes,no,2,no
34,services,married,secondary,no,-315,yes,no,2,no
41,technician,married,secondary,no,64,yes,yes,2,no
59,entrepreneur,married,tertiary,no,-820,no,no,2,no
31,technician,single,tertiary,no,948,yes,no,2,no
55,management,married,tertiary,no,1288,yes,no,2,no
36,blue-collar,married,unknown,no,70,yes,no,4,no
41,management,married,tertiary,no,393,yes,no,2,no
44,technician,single,secondary,no,365,yes,no,2,no
40,blue-collar,single,secondary,no,879,yes,yes,3,no
32,blue-collar,married,secondary,no,491,yes,no,2,no
38,management,single,tertiary,no,0,yes,no,3,no
27,student,single,secondary,no,0,no,no,2,no
33,unemployed,married,secondary,no,229,yes,no,4,no
37,services,married,secondary,no,22,yes,yes,1,no
40,management,married,tertiary,no,570,yes,no,2,no
33,blue-collar,single,secondary,no,56,yes,no,2,no
40,admin.,single,secondary,no,118,yes,no,3,no
27,blue-collar,married,secondary,no,106,yes,no,2,no
42,management,single,tertiary,no,1768,yes,no,2,no
41,blue-collar,married,secondary,no,213,yes,no,2,no
37,unemployed,single,secondary,no,381,yes,no,2,yes
38,unemployed,married,primary,no,1147,yes,yes,5,no
44,blue-collar,married,secondary,no,373,yes,no,2,no
31,blue-collar,married,primary,no,50,yes,no,2,no
34,blue-collar,married,secondary,no,67,yes,yes,3,no
46,blue-collar,married,primary,no,0,yes,yes,3,no
33,admin.,married,secondary,no,61,yes,yes,2,no
36,blue-collar,married,secondary,no,504,yes,no,2,no
32,unemployed,single,secondary,no,177,yes,no,3,no
27,technician,single,secondary,no,584,yes,no,2,no
31,services,married,primary,no,-732,yes,no,2,no
41,management,single,tertiary,no,572,yes,no,2,no
35,blue-collar,married,primary,no,105,yes,no,2,no
50,technician,single,tertiary,no,0,yes,no,2,no
33,technician,married,secondary,no,832,yes,yes,3,no
48,blue-collar,married,primary,no,2642,yes,no,3,no
36,technician,married,secondary,no,195,yes,no,2,no
29,housemaid,single,secondary,no,718,yes,no,3,no
34,management,married,tertiary,no,336,yes,yes,2,no
39,blue-collar,married,primary,no,332,yes,no,3,no
32,management,divorced,tertiary,no,1,yes,no,4,no
59,retired,divorced,primary,no,-138,yes,yes,4,no
50,blue-collar,married,primary,no,749,no,no,2,no
37,admin.,married,secondary,no,14,yes,no,2,no
33,unemployed,single,secondary,no,177,no,no,4,no
52,blue-collar,married,secondary,no,557,no,no,3,no
43,blue-collar,married,primary,no,126,yes,no,2,no
37,blue-collar,married,primary,no,496,yes,no,2,no
50,services,single,secondary,no,72,no,no,2,no
53,blue-collar,married,secondary,no,175,yes,no,4,no
48,technician,divorced,tertiary,no,574,yes,no,2,no
35,technician,divorced,secondary,no,69,yes,no,3,no
42,self-employed,married,secondary,no,106,yes,no,3,no
43,management,divorced,tertiary,no,0,yes,no,2,no
40,services,single,secondary,no,23,yes,no,5,no
36,services,married,secondary,no,42,yes,no,4,no
39,management,married,tertiary,no,429,yes,no,4,no
32,blue-collar,divorced,primary,no,88,yes,no,3,no
43,technician,divorced,secondary,no,177,yes,no,3,no
53,self-employed,married,secondary,no,468,yes,no,5,no
41,services,married,secondary,no,639,yes,no,2,no
53,management,married,tertiary,no,2124,yes,no,2,no
31,unemployed,married,primary,no,309,yes,no,3,no
51,blue-collar,married,primary,no,202,yes,no,2,no
32,blue-collar,married,secondary,no,20,yes,yes,3,no
52,blue-collar,married,secondary,no,-17,yes,no,3,no
41,management,married,primary,no,-417,yes,no,3,no
30,management,single,tertiary,no,528,yes,no,4,no
32,management,single,tertiary,no,394,yes,no,2,no
31,blue-collar,married,primary,no,856,yes,no,3,no
38,blue-collar,married,secondary,no,468,yes,no,2,no
44,blue-collar,married,secondary,no,138,yes,no,3,no
36,blue-collar,married,secondary,no,406,yes,no,3,no
34,admin.,married,tertiary,no,221,yes,no,4,no
40,admin.,married,secondary,no,523,yes,yes,3,no
41,blue-collar,married,primary,no,-52,yes,no,5,no
39,blue-collar,married,primary,no,-432,yes,no,3,no
34,blue-collar,married,primary,no,298,yes,no,2,no
41,blue-collar,single,secondary,no,1080,yes,yes,4,no
39,management,single,tertiary,no,-85,yes,no,2,no
52,management,divorced,secondary,no,123,no,no,2,no
26,management,single,tertiary,no,498,yes,no,3,no
54,unemployed,married,secondary,no,23,yes,no,3,no
30,technician,married,unknown,yes,-315,yes,no,2,no
35,management,married,tertiary,yes,89,no,yes,3,no
47,technician,divorced,secondary,no,699,yes,no,1,no
53,blue-collar,divorced,secondary,no,145,yes,no,1,no
29,blue-collar,single,secondary,no,-138,yes,yes,5,no
36,technician,married,tertiary,no,491,yes,no,3,no
35,management,married,tertiary,no,820,yes,no,4,no
43,blue-collar,married,secondary,no,1376,yes,no,4,no
38,blue-collar,married,primary,no,0,yes,no,2,no
39,blue-collar,married,secondary,no,507,yes,no,2,no
58,management,married,secondary,no,771,no,no,3,no
33,services,married,secondary,no,310,yes,no,4,no
60,blue-collar,married,primary,no,136,yes,no,2,no
45,admin.,married,secondary,no,310,yes,no,2,no
39,blue-collar,married,primary,no,813,yes,no,2,no
35,management,married,tertiary,no,14,yes,yes,1,no
41,blue-collar,married,primary,no,-97,yes,no,5,no
40,services,married,primary,no,332,yes,no,1,no
32,admin.,divorced,secondary,no,281,yes,no,4,no
44,management,married,secondary,no,576,yes,no,3,no
34,management,single,tertiary,no,1891,yes,no,5,no
29,services,single,secondary,no,473,yes,yes,2,no
49,blue-collar,married,primary,no,216,yes,no,2,no
31,blue-collar,married,secondary,no,-13,yes,no,3,no
47,admin.,divorced,secondary,no,162,yes,no,4,no
34,blue-collar,married,primary,no,365,yes,no,2,no
32,management,single,tertiary,no,264,yes,no,2,no
32,admin.,single,tertiary,no,490,yes,no,2,no
56,technician,single,primary,no,230,yes,no,4,no
28,technician,single,secondary,no,-9,yes,yes,5,no
35,technician,single,secondary,no,317,yes,no,2,no
52,self-employed,single,tertiary,no,458,yes,yes,5,no
35,technician,married,secondary,no,19,yes,no,2,no
32,blue-collar,married,secondary,no,536,yes,no,2,no
42,management,divorced,secondary,no,117,yes,no,1,no
51,blue-collar,single,primary,no,368,yes,no,1,no
47,blue-collar,married,secondary,no,-98,yes,no,1,no
45,admin.,married,secondary,no,180,yes,no,1,no
31,technician,divorced,secondary,no,26,yes,no,1,no
40,blue-collar,married,primary,no,2171,yes,no,1,no
53,entrepreneur,married,secondary,no,-118,yes,no,3,no
44,technician,single,secondary,no,1059,yes,no,1,no
49,blue-collar,married,primary,no,186,yes,no,1,no
47,services,married,secondary,no,1306,yes,no,4,no
31,blue-collar,married,primary,no,3007,yes,no,1,no
45,admin.,single,secondary,no,-88,yes,no,1,no
30,blue-collar,married,primary,no,265,yes,yes,1,no
40,blue-collar,divorced,primary,no,21,yes,no,1,no
27,admin.,single,unknown,no,230,yes,no,1,no
28,admin.,married,secondary,no,252,yes,no,1,no
28,admin.,single,tertiary,no,422,yes,no,1,no
44,blue-collar,married,secondary,no,85,yes,no,2,no
29,blue-collar,married,secondary,no,0,no,no,1,no
33,blue-collar,divorced,primary,no,60,no,no,1,no
32,blue-collar,married,secondary,no,687,yes,no,1,no
35,blue-collar,single,secondary,no,40,yes,no,4,yes
31,technician,single,tertiary,no,22,yes,no,3,yes
36,technician,single,secondary,no,-333,yes,yes,1,no
41,technician,married,secondary,no,483,yes,no,1,no
35,blue-collar,married,secondary,no,503,yes,yes,2,no
40,blue-collar,married,secondary,no,1245,yes,no,1,no
42,blue-collar,married,secondary,no,117,yes,no,1,no
34,technician,single,tertiary,yes,33,yes,yes,1,no
41,technician,single,secondary,no,-320,yes,no,1,no
43,blue-collar,divorced,primary,no,49,yes,no,1,no
37,management,married,tertiary,no,0,yes,no,1,no
26,blue-collar,single,secondary,no,100,yes,no,1,no
32,housemaid,married,primary,no,344,yes,no,2,no
51,blue-collar,married,secondary,no,-286,yes,no,1,no
38,blue-collar,single,secondary,no,57,yes,no,1,no
51,unemployed,divorced,secondary,no,370,no,no,1,no
49,services,divorced,secondary,no,470,yes,no,2,no
31,housemaid,married,secondary,no,0,yes,no,2,no
33,blue-collar,married,primary,no,767,yes,no,3,no
30,admin.,single,unknown,yes,1,no,no,1,no
33,technician,married,secondary,no,0,no,no,1,no
41,unemployed,married,secondary,no,121,yes,no,2,no
37,blue-collar,married,secondary,no,190,yes,no,2,no
33,blue-collar,married,primary,no,120,yes,no,1,no
32,services,married,secondary,no,2068,yes,yes,1,no
46,technician,married,secondary,no,332,yes,no,1,yes
34,management,single,tertiary,no,-322,no,no,1,no
32,blue-collar,married,primary,no,274,yes,no,3,no
43,blue-collar,single,secondary,no,3,yes,no,3,yes
28,blue-collar,married,secondary,no,6,yes,no,1,no
46,technician,divorced,tertiary,no,288,yes,no,1,no
52,services,divorced,primary,no,146,yes,no,1,no
34,blue-collar,married,secondary,no,286,yes,no,2,no
27,technician,divorced,secondary,no,114,yes,yes,2,no
32,technician,single,tertiary,no,190,yes,yes,1,no
37,blue-collar,single,secondary,no,111,yes,no,2,no
29,management,married,tertiary,no,246,yes,no,1,no
40,housemaid,divorced,secondary,no,108,no,no,1,no
47,technician,married,primary,no,187,yes,no,1,no
34,blue-collar,married,secondary,no,457,yes,no,1,no
25,admin.,single,secondary,no,131,yes,yes,1,no
30,management,married,tertiary,no,1825,yes,no,1,no
31,admin.,married,secondary,no,307,yes,no,1,yes
35,blue-collar,married,secondary,yes,-198,yes,no,2,no
32,blue-collar,divorced,secondary,no,739,yes,no,1,no
28,blue-collar,single,secondary,no,759,yes,no,1,yes
27,services,single,secondary,no,777,yes,no,3,no
37,blue-collar,married,primary,no,378,yes,no,1,no
35,blue-collar,single,primary,no,337,yes,no,1,no
34,blue-collar,married,primary,no,-78,yes,no,1,no
31,admin.,married,secondary,no,355,yes,no,1,no
36,management,divorced,tertiary,no,133,yes,no,1,no
38,technician,married,secondary,no,32,yes,no,1,no
25,services,married,secondary,no,55,yes,yes,1,no
51,management,single,tertiary,no,417,yes,no,1,no
26,blue-collar,single,secondary,no,153,yes,no,1,no
40,retired,married,tertiary,no,794,no,no,1,no
26,services,single,secondary,no,187,yes,no,1,no
36,services,married,secondary,no,335,yes,no,2,no
59,blue-collar,married,secondary,no,1407,yes,no,1,no
26,blue-collar,single,secondary,no,-116,yes,yes,1,no
49,self-employed,married,tertiary,no,1842,yes,no,2,no
33,blue-collar,married,primary,no,329,yes,no,1,no
31,blue-collar,married,secondary,no,428,yes,no,1,no
59,management,single,secondary,no,181,yes,no,1,no
38,entrepreneur,married,secondary,no,2139,yes,no,1,no
37,services,single,secondary,no,253,yes,yes,1,no
31,unemployed,single,tertiary,no,133,yes,no,2,no
54,retired,married,secondary,no,785,yes,no,2,no
41,blue-collar,married,primary,no,-45,yes,yes,4,no
44,management,married,tertiary,no,223,yes,no,2,no
28,admin.,single,secondary,no,2831,yes,no,3,no
22,student,single,secondary,no,2412,yes,no,2,no
31,blue-collar,married,primary,no,11,yes,no,3,no
36,services,married,secondary,no,211,yes,no,2,no
37,admin.,divorced,secondary,no,34,yes,no,3,no
54,admin.,married,secondary,no,222,yes,no,2,no
28,management,single,tertiary,no,3285,yes,no,1,no
42,blue-collar,married,primary,no,-67,yes,no,1,no
35,technician,single,tertiary,no,670,yes,no,1,no
29,admin.,married,secondary,no,0,yes,no,1,no
59,blue-collar,single,primary,no,96,yes,no,1,no
46,blue-collar,married,secondary,no,-3,yes,no,2,no
32,self-employed,single,secondary,no,123,yes,no,1,no
43,management,divorced,tertiary,no,443,yes,no,1,no
41,blue-collar,married,primary,no,406,yes,no,1,no
31,admin.,married,secondary,no,535,no,no,3,no
26,services,single,secondary,no,302,yes,no,1,no
29,blue-collar,married,primary,yes,-43,yes,no,1,no
31,services,married,secondary,no,-346,no,no,1,no
37,blue-collar,divorced,secondary,no,-271,yes,no,1,no
35,technician,married,secondary,no,55,yes,no,4,no
31,technician,single,tertiary,no,375,yes,no,1,no
30,blue-collar,married,secondary,no,-2,yes,no,2,no
29,blue-collar,single,primary,no,-680,yes,no,2,no
29,admin.,divorced,secondary,no,0,no,no,1,no
39,blue-collar,single,secondary,no,217,yes,no,1,no
31,blue-collar,single,secondary,no,160,yes,no,1,no
27,management,single,tertiary,no,118,yes,no,3,no
22,admin.,single,secondary,no,-1,yes,no,1,no
31,management,single,secondary,no,453,yes,no,2,no
39,blue-collar,single,secondary,no,169,yes,no,1,no
25,admin.,single,secondary,no,787,yes,no,1,no
27,self-employed,single,secondary,no,78,yes,no,1,no
28,technician,single,tertiary,no,2269,yes,no,1,no
31,unemployed,married,primary,no,213,yes,no,2,no
46,technician,divorced,secondary,no,164,yes,no,2,no
37,blue-collar,married,secondary,no,934,no,no,2,no
27,services,single,secondary,no,4,yes,yes,1,no
34,unemployed,divorced,secondary,no,354,yes,no,1,no
30,technician,single,secondary,no,23,yes,no,1,no
23,student,single,secondary,no,318,yes,no,2,no
33,technician,divorced,secondary,yes,-305,no,yes,1,no
43,admin.,married,secondary,no,616,yes,no,2,no
50,blue-collar,married,primary,no,2590,yes,no,6,no
31,technician,married,secondary,no,1868,yes,no,2,no
32,blue-collar,single,secondary,no,-578,no,no,1,no
32,admin.,single,secondary,no,-227,yes,yes,1,no
37,technician,divorced,secondary,no,1981,yes,no,1,no
60,management,divorced,unknown,no,404,yes,no,2,no
47,blue-collar,divorced,secondary,no,65,yes,no,1,no
32,blue-collar,married,secondary,yes,-1,yes,no,1,yes
34,services,married,secondary,no,-68,yes,no,1,no
36,blue-collar,divorced,unknown,no,0,yes,no,1,no
28,services,single,secondary,no,229,yes,no,1,no
31,services,divorced,secondary,no,1656,yes,no,3,no
43,housemaid,married,primary,no,1342,yes,yes,2,no
32,unemployed,single,secondary,no,331,yes,no,2,no
31,services,married,secondary,no,238,yes,yes,2,no
56,admin.,married,primary,no,202,yes,no,2,no
34,management,single,tertiary,no,318,yes,no,2,no
46,technician,single,secondary,yes,-1124,yes,yes,2,no
27,admin.,single,secondary,no,662,yes,no,1,no
33,blue-collar,married,secondary,no,1790,yes,yes,1,no
35,blue-collar,married,primary,no,198,yes,no,2,no
29,management,single,tertiary,no,726,yes,no,3,no
39,management,married,tertiary,no,183,yes,no,2,no
48,blue-collar,married,secondary,no,149,yes,no,1,no
58,blue-collar,married,primary,no,-91,yes,no,5,no
36,blue-collar,married,secondary,no,-9,yes,no,3,no
33,blue-collar,married,primary,no,134,yes,no,2,no
32,management,married,tertiary,no,0,no,no,1,no
31,admin.,married,secondary,no,27,no,yes,1,no
30,blue-collar,single,primary,no,383,yes,no,1,no
30,management,single,tertiary,no,1108,yes,yes,1,no
40,blue-collar,married,primary,no,117,yes,no,2,no
35,blue-collar,married,primary,no,108,yes,no,4,no
42,blue-collar,married,primary,no,479,yes,no,2,no
60,technician,married,primary,no,65,yes,no,2,yes
28,services,single,secondary,no,234,no,no,3,no
29,admin.,single,secondary,no,-53,yes,no,2,no
33,unemployed,married,secondary,no,-131,yes,yes,2,no
23,services,single,secondary,no,-39,yes,yes,2,no
34,blue-collar,married,primary,no,139,yes,no,1,no
29,services,single,secondary,no,262,yes,no,1,no
32,blue-collar,single,secondary,no,160,yes,no,1,no
55,services,married,secondary,no,186,yes,yes,1,no
39,retired,single,primary,no,-79,no,no,1,no
37,admin.,single,secondary,no,1113,yes,no,1,no
26,blue-collar,single,secondary,no,82,yes,no,1,yes
35,management,divorced,tertiary,no,321,yes,no,1,no
26,management,single,tertiary,no,1326,yes,no,1,no
34,technician,single,tertiary,no,2257,yes,no,1,no
55,blue-collar,married,primary,no,1373,no,no,2,no
39,services,married,secondary,no,304,yes,yes,1,no
27,student,married,tertiary,no,659,yes,no,2,no
30,entrepreneur,single,secondary,no,491,yes,no,4,no
28,management,single,unknown,yes,101,yes,no,3,no
33,blue-collar,single,secondary,no,33,yes,no,1,no
43,management,married,tertiary,no,291,yes,no,2,no
50,services,married,tertiary,no,218,yes,no,2,no
26,blue-collar,single,primary,no,102,yes,no,1,no
33,blue-collar,married,secondary,no,88,yes,no,2,no
47,blue-collar,married,primary,no,94,yes,no,3,no
33,management,single,secondary,no,-665,yes,yes,1,no
34,blue-collar,married,secondary,yes,-331,yes,yes,1,no
33,blue-collar,single,secondary,no,550,yes,no,1,no
23,student,single,secondary,no,151,yes,no,1,no
33,blue-collar,married,secondary,no,269,yes,no,1,no
41,management,married,unknown,no,2457,yes,no,1,no
27,blue-collar,single,secondary,no,45,yes,no,1,no
34,blue-collar,single,secondary,no,610,yes,no,3,no
53,management,married,secondary,no,-133,yes,no,2,no
34,management,single,secondary,no,66,yes,no,2,no
40,blue-collar,married,secondary,no,10,yes,no,2,yes
27,blue-collar,married,tertiary,no,350,no,no,1,no
33,services,married,tertiary,no,546,yes,yes,1,no
40,technician,single,secondary,no,360,yes,no,1,no
21,student,single,secondary,no,6,no,no,1,no
31,blue-collar,married,secondary,no,0,yes,no,1,no
51,blue-collar,married,secondary,no,22,yes,yes,1,no
26,technician,single,secondary,no,57,yes,no,2,no
26,management,married,primary,no,1349,yes,no,1,no
32,admin.,single,secondary,no,708,no,no,1,no
31,blue-collar,married,secondary,no,1329,yes,yes,1,no
58,retired,divorced,primary,no,47,yes,no,1,no
39,services,married,unknown,no,-516,yes,no,2,no
30,services,married,secondary,no,0,yes,no,1,no
29,technician,single,tertiary,no,433,yes,no,1,no
38,technician,married,secondary,yes,9,yes,no,3,no
29,management,married,tertiary,no,-6,yes,no,1,no
28,blue-collar,single,secondary,no,-197,yes,no,2,yes
41,blue-collar,single,secondary,no,184,yes,no,2,no
43,blue-collar,married,primary,no,336,yes,no,5,no
43,blue-collar,single,primary,no,36,yes,no,2,no
37,technician,married,secondary,no,277,yes,no,2,no
46,blue-collar,divorced,primary,no,452,yes,no,4,no
53,blue-collar,married,secondary,no,-135,yes,no,2,no
28,blue-collar,single,secondary,no,7,yes,yes,3,no
41,admin.,married,secondary,no,442,yes,yes,2,no
36,blue-collar,married,secondary,no,590,yes,no,2,no
37,technician,married,tertiary,no,447,yes,no,1,no
38,blue-collar,married,secondary,no,49,yes,no,2,no
32,technician,married,secondary,no,1118,yes,yes,2,no
33,blue-collar,divorced,primary,no,390,yes,no,2,yes
28,technician,single,secondary,no,-125,yes,no,3,no
52,blue-collar,divorced,primary,no,-97,yes,yes,4,no
30,blue-collar,single,secondary,no,18,no,no,1,no
37,blue-collar,married,secondary,no,131,yes,no,2,no
27,technician,single,secondary,no,527,yes,no,1,no
31,services,married,secondary,no,1129,yes,no,2,no
47,management,divorced,tertiary,no,266,yes,no,1,no
33,blue-collar,single,secondary,no,687,yes,no,1,no
46,blue-collar,married,primary,no,1726,yes,yes,1,no
38,blue-collar,married,secondary,no,-388,yes,no,1,no
33,blue-collar,single,primary,no,92,yes,no,1,no
44,blue-collar,married,primary,no,-11,yes,no,1,no
35,management,married,tertiary,no,1510,yes,no,1,no
38,blue-collar,married,secondary,no,171,yes,no,5,no
56,blue-collar,married,primary,no,420,yes,no,1,no
33,technician,single,secondary,no,513,yes,no,4,no
45,services,married,primary,no,137,yes,no,2,no
30,services,married,primary,no,21,yes,no,3,no
34,admin.,married,secondary,no,-312,yes,no,1,no
32,blue-collar,married,secondary,no,-208,yes,yes,1,no
32,blue-collar,single,secondary,no,2,no,no,2,no
27,admin.,married,secondary,no,1033,yes,no,1,no
48,unemployed,married,secondary,no,855,yes,no,2,no
54,blue-collar,married,primary,no,781,yes,no,2,no
29,technician,single,tertiary,no,542,yes,no,3,no
37,blue-collar,divorced,secondary,no,-175,yes,no,1,no
26,entrepreneur,married,tertiary,no,79,yes,yes,3,no
43,management,married,secondary,no,3,yes,no,2,no
55,technician,married,secondary,no,2313,yes,no,2,no
45,services,single,secondary,no,-139,yes,no,3,no
35,technician,single,secondary,no,300,yes,no,4,no
57,self-employed,married,tertiary,yes,-3313,yes,yes,1,no
49,blue-collar,married,primary,no,352,yes,no,2,no
23,services,single,secondary,no,105,yes,yes,2,no
49,housemaid,divorced,primary,no,164,yes,no,5,no
35,management,single,tertiary,no,-202,yes,no,2,no
38,technician,single,tertiary,no,-256,yes,no,1,no
39,entrepreneur,married,secondary,no,1261,yes,no,2,no
27,self-employed,single,tertiary,no,-503,yes,no,3,no
37,blue-collar,married,secondary,no,790,no,no,1,no
38,entrepreneur,single,tertiary,no,638,yes,no,1,no
26,technician,married,secondary,no,47,yes,no,2,no
46,entrepreneur,married,unknown,no,242,yes,no,2,no
44,admin.,married,secondary,no,469,yes,no,4,no
44,blue-collar,married,primary,no,271,yes,yes,1,no
28,blue-collar,married,secondary,no,948,yes,no,1,no
37,admin.,married,secondary,no,-356,no,yes,1,no
43,technician,single,secondary,no,336,yes,no,1,no
34,blue-collar,single,primary,no,359,yes,no,3,no
39,blue-collar,married,primary,no,105,yes,no,2,no
32,services,married,secondary,no,59,yes,yes,2,no
31,services,married,secondary,no,0,no,yes,6,no
42,blue-collar,married,primary,no,0,yes,no,2,no
31,blue-collar,single,secondary,no,216,yes,no,1,no
30,technician,single,tertiary,no,2530,yes,no,1,no
29,admin.,single,secondary,no,356,yes,no,1,no
29,admin.,single,secondary,yes,-228,yes,no,1,no
36,blue-collar,married,secondary,no,198,yes,no,2,no
41,services,married,secondary,no,510,yes,no,2,no
37,blue-collar,single,secondary,no,223,yes,no,2,no
32,management,single,tertiary,no,4,yes,no,2,no
39,entrepreneur,married,tertiary,no,338,yes,no,4,no
31,management,single,tertiary,no,0,yes,no,3,no
33,blue-collar,single,secondary,no,328,yes,no,2,no
30,technician,single,tertiary,no,255,yes,no,2,no
24,student,single,secondary,no,304,no,no,3,no
55,blue-collar,married,secondary,no,-256,yes,yes,2,no
27,services,single,secondary,no,683,yes,no,3,no
47,management,divorced,tertiary,no,84,yes,no,5,no
29,blue-collar,married,primary,no,608,yes,no,2,no
56,management,married,secondary,no,230,no,no,4,no
31,management,single,tertiary,no,12,yes,no,4,no
46,blue-collar,married,primary,no,881,yes,no,2,no
47,technician,single,unknown,no,77,yes,no,4,no
29,student,single,secondary,no,510,yes,no,6,no
35,admin.,divorced,tertiary,no,1555,yes,no,2,no
31,services,single,secondary,yes,68,yes,no,2,no
29,admin.,single,secondary,no,43,yes,no,2,no
48,admin.,divorced,unknown,no,244,yes,no,1,no
59,blue-collar,married,secondary,no,1376,no,yes,4,no
44,management,married,tertiary,no,392,yes,no,2,no
30,admin.,single,tertiary,no,-396,yes,no,2,no
50,blue-collar,married,primary,no,89,yes,no,3,no
25,admin.,married,secondary,no,10,yes,no,2,no
32,blue-collar,married,secondary,no,150,yes,no,4,no
49,blue-collar,married,primary,no,1387,yes,yes,2,no
38,admin.,married,secondary,no,253,yes,no,4,no
29,blue-collar,single,secondary,no,853,yes,no,2,no
51,management,married,tertiary,no,91,yes,no,2,no
29,blue-collar,single,secondary,no,348,yes,no,2,no
32,admin.,divorced,secondary,no,43,yes,no,2,no
43,unemployed,married,primary,no,-178,yes,no,2,no
34,blue-collar,married,secondary,no,2137,no,no,4,no
37,blue-collar,married,primary,no,1160,yes,no,2,no
39,services,single,secondary,no,126,yes,no,2,no
28,technician,married,secondary,no,655,yes,no,2,no
37,blue-collar,married,primary,no,2378,yes,no,2,no
29,blue-collar,married,secondary,no,15,yes,yes,2,no
25,admin.,single,secondary,no,96,yes,no,2,no
33,blue-collar,married,primary,no,191,yes,no,2,no
34,admin.,single,secondary,no,391,yes,no,2,no
50,blue-collar,divorced,primary,no,31,yes,no,3,no
35,blue-collar,married,secondary,no,73,no,no,3,no
53,management,divorced,tertiary,no,0,no,no,2,no
41,blue-collar,single,primary,no,156,yes,no,5,no
48,blue-collar,married,primary,no,231,yes,no,3,no
32,blue-collar,single,secondary,no,-83,yes,no,3,no
38,self-employed,married,secondary,no,138,no,no,3,no
57,blue-collar,married,secondary,no,221,yes,no,2,no
50,management,married,tertiary,no,3284,yes,no,3,no
34,blue-collar,single,secondary,no,297,yes,no,4,no
32,blue-collar,married,primary,no,-89,yes,no,2,no
28,admin.,single,secondary,no,244,yes,no,3,no
30,services,married,secondary,no,152,yes,no,2,no
41,management,single,tertiary,no,1696,yes,no,3,no
36,blue-collar,married,unknown,no,714,no,no,3,no
49,services,divorced,secondary,no,315,yes,no,2,no
32,self-employed,married,tertiary,no,312,yes,no,2,no
53,management,married,tertiary,no,913,yes,no,4,no
44,unemployed,married,secondary,no,-407,yes,no,2,no
34,entrepreneur,divorced,tertiary,no,338,yes,no,2,no
56,admin.,divorced,secondary,yes,-435,yes,yes,2,no
27,technician,single,secondary,no,769,yes,no,2,no
32,blue-collar,married,secondary,no,120,yes,yes,3,no
43,blue-collar,single,primary,no,0,no,no,3,no
35,self-employed,married,secondary,no,351,yes,no,2,no
28,admin.,married,secondary,no,2,yes,no,1,no
52,management,married,primary,no,226,yes,no,4,no
36,blue-collar,married,primary,no,95,yes,no,2,no
35,management,single,tertiary,no,123,yes,no,3,no
30,admin.,married,secondary,no,15,yes,no,1,no
23,management,single,unknown,no,375,yes,no,3,no
37,entrepreneur,divorced,secondary,no,1190,yes,no,3,no
29,services,single,secondary,no,487,yes,yes,2,no
28,self-employed,single,secondary,no,123,yes,no,1,no
56,services,divorced,tertiary,no,2272,yes,no,5,no
27,admin.,married,secondary,no,133,yes,yes,4,no
33,blue-collar,single,primary,no,447,yes,no,2,no
53,blue-collar,married,primary,no,-864,yes,no,5,no
47,blue-collar,married,secondary,no,8,no,no,4,no
50,services,married,secondary,no,107,yes,no,4,no
31,admin.,single,secondary,no,620,no,no,3,no
31,blue-collar,married,secondary,no,42,yes,no,3,no
37,management,married,tertiary,no,-120,yes,no,2,no
34,technician,married,secondary,no,484,no,no,4,no
32,blue-collar,single,primary,no,12,yes,no,4,no
54,management,married,tertiary,no,154,no,no,3,no
31,management,single,tertiary,no,606,yes,no,2,no
55,services,married,secondary,no,560,yes,no,3,no
27,blue-collar,married,secondary,no,564,yes,no,3,no
36,blue-collar,married,secondary,no,771,yes,no,4,no
33,technician,married,secondary,no,0,yes,yes,2,no
43,blue-collar,married,primary,no,757,yes,no,4,no
42,blue-collar,married,secondary,no,333,yes,no,3,no
48,blue-collar,married,primary,no,418,yes,no,3,no
41,admin.,single,secondary,no,-256,no,yes,3,no
